Date,HH,Price
2021-01-24 00:00:00,12,9.30617
2021-01-24 00:00:00,13,6.31191
2021-01-24 00:00:00,14,5.58681
2021-01-24 00:00:00,15,12.33098
2021-01-24 00:00:00,16,24.66488
2021-01-24 00:00:00,17,38.40705
2021-01-24 00:00:00,18,47.09806
2021-01-24 00:00:00,19,46.28786
2021-01-24 00:00:00,20,41.01504
2021-01-24 00:00:00,21,38.03653
2021-01-24 00:00:00,22,36.37179
2021-01-24 00:00:00,23,32.02276
2021-01-24 00:00:00,24,30.52153
2021-01-25 00:00:00,1,28.63436
2021-01-25 00:00:00,2,27.5927
2021-01-25 00:00:00,3,26.67129
2021-01-25 00:00:00,4,25.65283
2021-01-25 00:00:00,5,26.70686
2021-01-25 00:00:00,6,32.23926
2021-01-25 00:00:00,7,40.38119
2021-01-25 00:00:00,8,43.21456
2021-01-25 00:00:00,9,33.71274
2021-01-25 00:00:00,10,30.79119
2021-01-25 00:00:00,11,26.97921
2021-01-25 00:00:00,12,24.88111
2021-01-25 00:00:00,13,22.65548
2021-01-25 00:00:00,14,20.60689
2021-01-25 00:00:00,15,24.11253
2021-01-25 00:00:00,16,30.42116
2021-01-25 00:00:00,17,40.42073
2021-01-25 00:00:00,18,47.02206
2021-01-25 00:00:00,19,50.00363
2021-01-25 00:00:00,20,46.17997
2021-01-25 00:00:00,21,41.94692
2021-01-25 00:00:00,22,39.22381
2021-01-25 00:00:00,23,35.72732
2021-01-25 00:00:00,24,33.11881
2021-01-26 00:00:00,1,31.7815
2021-01-26 00:00:00,2,29.7939
2021-01-26 00:00:00,3,29.71304
2021-01-26 00:00:00,4,29.75286
2021-01-26 00:00:00,5,29.87986
2021-01-26 00:00:00,6,38.5304
2021-01-26 00:00:00,7,49.69782
2021-01-26 00:00:00,8,49.65218
2021-01-26 00:00:00,9,32.12359
2021-01-26 00:00:00,10,19.11757
2021-01-26 00:00:00,11,19.11352
2021-01-26 00:00:00,12,18.49365
2021-01-26 00:00:00,13,16.82156
2021-01-26 00:00:00,14,18.03418
2021-01-26 00:00:00,15,20.95704
2021-01-26 00:00:00,16,25.52713
2021-01-26 00:00:00,17,39.84655
2021-01-26 00:00:00,18,53.38409
2021-01-26 00:00:00,19,54.24444
2021-01-26 00:00:00,20,49.75986
2021-01-26 00:00:00,21,44.56857
2021-01-26 00:00:00,22,41.01129
2021-01-26 00:00:00,23,35.82812
2021-01-26 00:00:00,24,31.3309
2021-01-27 00:00:00,1,29.60339
2021-01-27 00:00:00,2,29.49379
2021-01-27 00:00:00,3,29.1952
2021-01-27 00:00:00,4,29.27906
2021-01-27 00:00:00,5,31.80648
2021-01-27 00:00:00,6,37.30301
2021-01-27 00:00:00,7,48.4789
2021-01-27 00:00:00,8,50.78912
2021-01-27 00:00:00,9,43.88124
2021-01-27 00:00:00,10,36.9732
2021-01-27 00:00:00,11,32.31103
2021-01-27 00:00:00,12,29.87281
2021-01-27 00:00:00,13,29.11041
2021-01-27 00:00:00,14,27.58785
2021-01-27 00:00:00,15,28.46175
2021-01-27 00:00:00,16,34.80976
2021-01-27 00:00:00,17,46.76556
2021-01-27 00:00:00,18,53.77219
2021-01-27 00:00:00,19,55.88117
2021-01-27 00:00:00,20,50.37622
2021-01-27 00:00:00,21,46.82368
2021-01-27 00:00:00,22,42.24141
2021-01-27 00:00:00,23,35.85107
2021-01-27 00:00:00,24,34.40747
2021-01-28 00:00:00,1,30.68959
2021-01-28 00:00:00,2,29.87655
2021-01-28 00:00:00,3,29.48778
2021-01-28 00:00:00,4,29.47723
2021-01-28 00:00:00,5,31.43732
2021-01-28 00:00:00,6,35.97933
2021-01-28 00:00:00,7,43.47777
2021-01-28 00:00:00,8,51.97415
2021-01-28 00:00:00,9,36.99275
2021-01-28 00:00:00,10,31.75475
2021-01-28 00:00:00,11,29.84469
2021-01-28 00:00:00,12,29.2238
2021-01-28 00:00:00,13,28.40358
2021-01-28 00:00:00,14,28.8686
2021-01-28 00:00:00,15,29.19313
2021-01-28 00:00:00,16,33.07172
2021-01-28 00:00:00,17,43.36268
2021-01-28 00:00:00,18,51.10836
2021-01-28 00:00:00,19,54.79615
2021-01-28 00:00:00,20,48.71573
2021-01-28 00:00:00,21,43.83668
2021-01-28 00:00:00,22,39.68964
2021-01-28 00:00:00,23,34.3796
2021-01-28 00:00:00,24,34.01553
2021-01-29 00:00:00,1,29.94141
2021-01-29 00:00:00,2,29.3604
2021-01-29 00:00:00,3,28.68856
2021-01-29 00:00:00,4,28.18296
2021-01-29 00:00:00,5,29.37329
2021-01-29 00:00:00,6,31.85117
2021-01-29 00:00:00,7,40.72461
2021-01-29 00:00:00,8,47.28473
2021-01-29 00:00:00,9,37.89729
2021-01-29 00:00:00,10,32.37325
2021-01-29 00:00:00,11,29.03648
2021-01-29 00:00:00,12,26.70798
2021-01-29 00:00:00,13,24.53955
2021-01-29 00:00:00,14,22.08853
2021-01-29 00:00:00,15,22.94279
2021-01-29 00:00:00,16,26.25344
2021-01-29 00:00:00,17,34.12045
2021-01-29 00:00:00,18,42.61442
2021-01-29 00:00:00,19,45.14498
2021-01-29 00:00:00,20,40.41149
2021-01-29 00:00:00,21,38.50371
2021-01-29 00:00:00,22,36.14921
2021-01-29 00:00:00,23,32.98227
2021-01-29 00:00:00,24,30.98547
2021-01-30 00:00:00,1,31.36147
